id,state,priority,created_at,updated_at,started_at,started_move,finished_move,started_dispense,finished_dispense,collected_at,ticket_item_failed,ingredient_id,ticket_id,mass,actual_mass,item_cost,location,ticket_id_counts,move_no_in_sequence,priority_list,ingredient_list
09597a7c-ec13-4e6d-9b89-ab8a0fbda883,TICKETITEM_DONE,100,2021-09-21 09:24:40.535634,2021-09-21 11:26:37.951346,2021-09-21 11:24:57.423028+00:00,2021-09-21 11:24:57.423028,2021-09-21 11:25:07.057816,2021-09-21 11:25:07.057816,2021-09-21 11:25:16.548959,None,False,87941a51-fd64-4171-95b9-db76bd4465f0,454c8c96-a9e1-44de-9439-889889cff081,32000,43263,0.0,nan,6,3,"10, 50, 90, 100, 110, 140",nan
15558e7a-6f01-450d-aeda-20a4052d866d,TICKETITEM_DONE,110,2021-09-21 09:24:40.536393,2021-09-21 11:26:37.953290,2021-09-21 11:25:20.069765+00:00,2021-09-21 11:25:20.069765,2021-09-21 11:25:28.204206,2021-09-21 11:25:28.204206,2021-09-21 11:25:36.211287,None,False,3182fea5-7eca-4d34-96e1-77abec8fc795,454c8c96-a9e1-44de-9439-889889cff081,12000,19194,0.0,nan,6,4,"10, 50, 90, 100, 110, 140",nan
48692f02-f815-4713-a2f6-66ea92763cfe,TICKETITEM_DONE,140,2021-09-21 09:24:40.537102,2021-09-21 11:26:37.955492,2021-09-21 11:25:39.206244+00:00,2021-09-21 11:25:39.206244,2021-09-21 11:25:47.203810,2021-09-21 11:25:47.203810,2021-09-21 11:26:13.355018,None,False,e31c5ea0-00ba-4fb3-9bd6-185237ca1ceb,454c8c96-a9e1-44de-9439-889889cff081,50000,55383,0.0,nan,6,5,"10, 50, 90, 100, 110, 140",nan
1f7c09e2-1477-4181-9d22-89954d2f2615,TICKETITEM_DONE,10,2021-09-21 09:30:35.567143,2021-09-21 11:49:58.037193,2021-09-21 11:41:43.610320+00:00,2021-09-21 11:41:43.610321,2021-09-21 11:41:55.522759,2021-09-21 11:41:55.522759,2021-09-21 11:42:16.955177,None,False,dd565e5e-13a7-4379-9fc8-b9221fae01cf,6e507225-37ac-4b84-851d-786d2af50b15,120000,130353,0.0,nan,9,0,"10, 50, 90, 100, 110, 120, 130, 140, 150",nan
77c1e572-ac74-4f76-ab48-9ac15194c38b,TICKETITEM_DONE,50,2021-09-21 09:30:35.568174,2021-09-21 11:49:58.037575,2021-09-21 11:43:07.492034+00:00,2021-09-21 11:43:07.492034,2021-09-21 11:43:17.370710,2021-09-21 11:43:17.370710,2021-09-21 11:43:44.375429,None,False,ad97a5b1-2c4a-464a-8942-cecfddca6225,6e507225-37ac-4b84-851d-786d2af50b15,70000,77957,0.0,nan,9,1,"10, 50, 90, 100, 110, 120, 130, 140, 150",nan
87eb3bec-5c79-4487-ae55-bd51ea8fc7ac,TICKETITEM_DONE,90,2021-09-21 09:30:35.568937,2021-09-21 11:49:58.038836,2021-09-21 11:44:26.868090+00:00,2021-09-21 11:44:26.868090,2021-09-21 11:44:40.434470,2021-09-21 11:44:40.434470,2021-09-21 11:45:03.042538,None,False,2d7f72ae-7a99-4538-b178-eb280b16ec25,6e507225-37ac-4b84-851d-786d2af50b15,50000,65147,0.0,nan,9,2,"10, 50, 90, 100, 110, 120, 130, 140, 150",nan
1ba5f3dd-1dea-4f28-a2ac-187828fe6035,TICKETITEM_DONE,100,2021-09-21 09:30:35.569652,2021-09-21 11:49:58.039182,2021-09-21 11:45:19.876429+00:00,2021-09-21 11:45:19.876429,2021-09-21 11:45:30.559340,2021-09-21 11:45:30.559340,2021-09-21 11:45:39.582660,None,False,87941a51-fd64-4171-95b9-db76bd4465f0,6e507225-37ac-4b84-851d-786d2af50b15,40000,45032,0.0,nan,9,3,"10, 50, 90, 100, 110, 120, 130, 140, 150",nan
445a07a8-b195-426f-8dc5-7044ccb7f75d,TICKETITEM_DONE,110,2021-09-21 09:30:35.570380,2021-09-21 11:49:58.039440,2021-09-21 11:45:58.759701+00:00,2021-09-21 11:45:58.759702,2021-09-21 11:46:09.460258,2021-09-21 11:46:09.460258,2021-09-21 11:46:19.098921,None,False,3182fea5-7eca-4d34-96e1-77abec8fc795,6e507225-37ac-4b84-851d-786d2af50b15,12000,14916,0.0,nan,9,4,"10, 50, 90, 100, 110, 120, 130, 140, 150",nan
b0ec40a0-128e-4029-bb83-8c1f3c92740c,TICKETITEM_DONE,120,2021-09-21 09:30:35.571094,2021-09-21 11:49:58.039699,2021-09-21 11:47:17.005714+00:00,2021-09-21 11:47:17.005714,2021-09-21 11:47:28.592714,2021-09-21 11:47:28.592715,2021-09-21 11:47:43.795035,None,False,4c02a8a1-7b6d-43ef-b639-03f0b7b7a4b1,6e507225-37ac-4b84-851d-786d2af50b15,15000,16704,0.0,nan,9,5,"10, 50, 90, 100, 110, 120, 130, 140, 150",nan
555b2867-11fd-4112-ad0c-757a905f8baa,TICKETITEM_DONE,130,2021-09-21 09:30:35.571953,2021-09-21 11:49:58.039966,2021-09-21 11:47:48.804119+00:00,2021-09-21 11:47:48.804120,2021-09-21 11:47:57.500304,2021-09-21 11:47:57.500304,2021-09-21 11:48:04.917064,None,False,e1d855b2-f0b5-45d8-a1f8-a10ba21eed20,6e507225-37ac-4b84-851d-786d2af50b15,2000,1968,0.0,nan,9,6,"10, 50, 90, 100, 110, 120, 130, 140, 150",nan
92c30d86-287b-4bfd-94ac-b82e9b37454d,TICKETITEM_DONE,140,2021-09-21 09:30:35.572735,2021-09-21 11:49:58.042194,2021-09-21 11:48:13.186832+00:00,2021-09-21 11:48:13.186832,2021-09-21 11:48:21.183581,2021-09-21 11:48:21.183581,2021-09-21 11:48:37.279298,None,False,5345f17d-a10d-4bec-ae3c-f6cffcc539be,6e507225-37ac-4b84-851d-786d2af50b15,60000,63608,0.0,nan,9,7,"10, 50, 90, 100, 110, 120, 130, 140, 150",nan
2433b305-2561-438c-83af-73f3fdc126c5,TICKETITEM_DONE,150,2021-09-21 09:30:35.574376,2021-09-21 11:49:58.046576,2021-09-21 11:48:55.577064+00:00,2021-09-21 11:48:55.577064,2021-09-21 11:49:05.496375,2021-09-21 11:49:05.496376,2021-09-21 11:49:28.452496,None,False,bfe9f09a-4bfd-4504-a024-8b7cad14407d,6e507225-37ac-4b84-851d-786d2af50b15,8000,10809,0.0,nan,9,8,"10, 50, 90, 100, 110, 120, 130, 140, 150",nan
96a65651-3800-41a2-a32c-fdea87395dd8,TICKETITEM_DONE,10,2021-09-21 09:30:38.292247,2021-09-21 11:48:24.825504,2021-09-21 11:41:00.222582+00:00,2021-09-21 11:41:00.222582,2021-09-21 11:41:10.677765,2021-09-21 11:41:10.677765,2021-09-21 11:41:33.545664,None,False,dd565e5e-13a7-4379-9fc8-b9221fae01cf,86571f7b-4456-4ade-a0d0-4ffc9cf5650e,144000,161126,0.0,nan,9,0,"10, 50, 60, 90, 100, 110, 120, 140, 150",nan
99531f74-e813-4918-84b0-c61c863bbfa4,TICKETITEM_DONE,50,2021-09-21 09:30:38.294361,2021-09-21 11:48:24.826040,2021-09-21 11:41:33.691535+00:00,2021-09-21 11:41:33.691535,2021-09-21 11:41:43.233558,2021-09-21 11:41:43.233559,2021-09-21 11:42:09.562203,None,False,ad97a5b1-2c4a-464a-8942-cecfddca6225,86571f7b-4456-4ade-a0d0-4ffc9cf5650e,84000,96236,0.0,nan,9,1,"10, 50, 60, 90, 100, 110, 120, 140, 150",nan
d72b59d1-8b43-4136-aad6-500936fab113,TICKETITEM_DONE,60,2021-09-21 09:30:38.295819,2021-09-21 11:48:24.829039,2021-09-21 11:42:11.672873+00:00,2021-09-21 11:42:11.672874,2021-09-21 11:42:20.346325,2021-09-21 11:42:20.346325,2021-09-21 11:42:38.267039,None,False,f1f0a3a7-0f9f-4912-81bd-8e2b97f54b52,86571f7b-4456-4ade-a0d0-4ffc9cf5650e,100000,100527,0.0,nan,9,2,"10, 50, 60, 90, 100, 110, 120, 140, 150",nan
5554fe07-c6d2-42cd-900b-9317b835367e,TICKETITEM_DONE,90,2021-09-21 09:30:38.297703,2021-09-21 11:48:24.829708,2021-09-21 11:43:17.408868+00:00,2021-09-21 11:43:17.408868,2021-09-21 11:43:26.627133,2021-09-21 11:43:26.627133,2021-09-21 11:43:49.712282,None,False,2d7f72ae-7a99-4538-b178-eb280b16ec25,86571f7b-4456-4ade-a0d0-4ffc9cf5650e,60000,60986,0.0,nan,9,3,"10, 50, 60, 90, 100, 110, 120, 140, 150",nan
281c9a3e-efd9-40d2-8c5a-bff325ffef1a,TICKETITEM_DONE,100,2021-09-21 09:30:38.298883,2021-09-21 11:48:24.830725,2021-09-21 11:43:49.763702+00:00,2021-09-21 11:43:49.763702,2021-09-21 11:44:26.830227,2021-09-21 11:44:26.830227,2021-09-21 11:44:36.700821,None,False,87941a51-fd64-4171-95b9-db76bd4465f0,86571f7b-4456-4ade-a0d0-4ffc9cf5650e,48000,60484,0.0,nan,9,4,"10, 50, 60, 90, 100, 110, 120, 140, 150",nan
a6128457-457d-4382-8b8e-baff6cc8807b,TICKETITEM_DONE,110,2021-09-21 09:30:38.299986,2021-09-21 11:48:24.835703,2021-09-21 11:45:30.600283+00:00,2021-09-21 11:45:30.600284,2021-09-21 11:45:38.492797,2021-09-21 11:45:38.492797,2021-09-21 11:45:46.403552,None,False,3182fea5-7eca-4d34-96e1-77abec8fc795,86571f7b-4456-4ade-a0d0-4ffc9cf5650e,10000,13139,0.0,nan,9,5,"10, 50, 60, 90, 100, 110, 120, 140, 150",nan
1797b0b6-74ed-46a1-a9f2-d9d23a4e0f64,TICKETITEM_DONE,120,2021-09-21 09:30:38.301311,2021-09-21 11:48:24.837238,2021-09-21 11:45:49.146862+00:00,2021-09-21 11:45:49.146862,2021-09-21 11:45:58.712553,2021-09-21 11:45:58.712553,2021-09-21 11:47:07.720320,None,False,4c02a8a1-7b6d-43ef-b639-03f0b7b7a4b1,86571f7b-4456-4ade-a0d0-4ffc9cf5650e,15000,15899,0.0,nan,9,6,"10, 50, 60, 90, 100, 110, 120, 140, 150",nan
f420ab49-ca46-42fa-ba79-2d85aac89e96,TICKETITEM_DONE,140,2021-09-21 09:30:38.302336,2021-09-21 11:48:24.839004,2021-09-21 11:47:08.123263+00:00,2021-09-21 11:47:08.123263,2021-09-21 11:47:16.927597,2021-09-21 11:47:16.927597,2021-09-21 11:47:26.585792,None,False,7148f280-0f82-4195-9b40-c3358b7fff32,86571f7b-4456-4ade-a0d0-4ffc9cf5650e,12000,14808,0.0,nan,9,7,"10, 50, 60, 90, 100, 110, 120, 140, 150",nan
e3adc9fb-93a0-4411-bdbd-0db6877c2afc,TICKETITEM_DONE,150,2021-09-21 09:30:38.303801,2021-09-21 11:48:24.839838,2021-09-21 11:47:28.639428+00:00,2021-09-21 11:47:28.639428,2021-09-21 11:47:38.997226,2021-09-21 11:47:38.997226,2021-09-21 11:48:01.060888,None,False,bfe9f09a-4bfd-4504-a024-8b7cad14407d,86571f7b-4456-4ade-a0d0-4ffc9cf5650e,7000,9115,0.0,nan,9,8,"10, 50, 60, 90, 100, 110, 120, 140, 150",nan
71eb5658-56d1-4120-b392-2cffb471b1cb,TICKETITEM_DONE,10,2021-09-21 09:52:53.851876,2021-09-21 11:43:24.492036,2021-09-21 11:38:01.924368+00:00,2021-09-21 11:38:01.924368,2021-09-21 11:38:12.561894,2021-09-21 11:38:12.561894,2021-09-21 11:39:25.477222,None,False,dd565e5e-13a7-4379-9fc8-b9221fae01cf,bf5c5fe5-9d22-461c-b99d-67d8441c1a02,120000,125112,0.0,nan,7,0,"10, 40, 100, 120, 130, 140, 150",nan
d33e6bff-b1b5-466c-83a7-0505135fb102,TICKETITEM_DONE,40,2021-09-21 09:52:53.852854,2021-09-21 11:43:24.492649,2021-09-21 11:39:25.604665+00:00,2021-09-21 11:39:25.604665,2021-09-21 11:39:34.817024,2021-09-21 11:39:34.817025,2021-09-21 11:40:01.138048,None,False,85e5083f-1736-4922-9bf7-1cf7da802d64,bf5c5fe5-9d22-461c-b99d-67d8441c1a02,70000,80842,0.0,nan,7,1,"10, 40, 100, 120, 130, 140, 150",nan
00d7a3f4-d7a3-4ab7-a064-d7e6bb9da2d1,TICKETITEM_DONE,100,2021-09-21 09:52:53.853745,2021-09-21 11:43:24.493105,2021-09-21 11:40:01.260672+00:00,2021-09-21 11:40:01.260672,2021-09-21 11:40:10.495513,2021-09-21 11:40:10.495513,2021-09-21 11:40:19.412833,None,False,87941a51-fd64-4171-95b9-db76bd4465f0,bf5c5fe5-9d22-461c-b99d-67d8441c1a02,40000,46657,0.0,nan,7,2,"10, 40, 100, 120, 130, 140, 150",nan
946af137-7520-4a5a-bdb9-e708e63fadcf,TICKETITEM_DONE,120,2021-09-21 09:52:53.855941,2021-09-21 11:43:24.493668,2021-09-21 11:40:21.294701+00:00,2021-09-21 11:40:21.294702,2021-09-21 11:40:30.748594,2021-09-21 11:40:30.748594,2021-09-21 11:40:44.610645,None,False,4c02a8a1-7b6d-43ef-b639-03f0b7b7a4b1,bf5c5fe5-9d22-461c-b99d-67d8441c1a02,15000,17227,0.0,nan,7,3,"10, 40, 100, 120, 130, 140, 150",nan
a896f9bb-2012-41a0-94d8-28c536388062,TICKETITEM_DONE,130,2021-09-21 09:52:53.857001,2021-09-21 11:43:24.495648,2021-09-21 11:40:44.773656+00:00,2021-09-21 11:40:44.773656,2021-09-21 11:40:52.709362,2021-09-21 11:40:52.709362,2021-09-21 11:41:00.450177,None,False,e1d855b2-f0b5-45d8-a1f8-a10ba21eed20,bf5c5fe5-9d22-461c-b99d-67d8441c1a02,2000,2651,0.0,nan,7,4,"10, 40, 100, 120, 130, 140, 150",nan
2dfbec79-823b-47d9-8dea-c7dfb6a3940d,TICKETITEM_DONE,140,2021-09-21 09:52:53.857791,2021-09-21 11:43:24.496887,2021-09-21 11:41:10.706637+00:00,2021-09-21 11:41:10.706637,2021-09-21 11:41:18.789559,2021-09-21 11:41:18.789559,2021-09-21 11:41:37.314512,None,False,d540dc34-5e97-4032-9c6b-ec8e0bf63864,bf5c5fe5-9d22-461c-b99d-67d8441c1a02,50000,56704,0.0,nan,7,5,"10, 40, 100, 120, 130, 140, 150",nan
0f46a967-7615-4847-9ea0-0c6aea0a9e5e,TICKETITEM_DONE,150,2021-09-21 09:52:53.859359,2021-09-21 11:43:24.498169,2021-09-21 11:41:55.572699+00:00,2021-09-21 11:41:55.572699,2021-09-21 11:42:06.999979,2021-09-21 11:42:06.999979,2021-09-21 11:42:55.132766,None,False,bfe9f09a-4bfd-4504-a024-8b7cad14407d,bf5c5fe5-9d22-461c-b99d-67d8441c1a02,7000,13643,0.0,nan,7,6,"10, 40, 100, 120, 130, 140, 150",nan
64122352-53b1-4327-b671-ce0619fe0bb4,TICKETITEM_DONE,10,2021-09-21 09:53:29.676018,2021-09-21 11:56:19.410378,2021-09-21 11:52:06.301317+00:00,2021-09-21 11:52:06.301317,2021-09-21 11:52:16.101080,2021-09-21 11:52:16.101080,2021-09-21 11:52:37.194339,None,False,dd565e5e-13a7-4379-9fc8-b9221fae01cf,bf5d5604-4358-4968-acc3-019c820397fa,120000,127607,0.0,nan,7,0,"10, 30, 70, 100, 110, 120, 150",nan
03e01370-1adb-49fc-8056-c50d4995e8a8,TICKETITEM_DONE,30,2021-09-21 09:53:29.677225,2021-09-21 11:56:19.411522,2021-09-21 11:52:37.441999+00:00,2021-09-21 11:52:37.441999,2021-09-21 11:52:46.647035,2021-09-21 11:52:46.647035,2021-09-21 11:53:13.537956,None,False,8300fc64-5d3e-45cb-9f0d-9cfed6c635c7,bf5d5604-4358-4968-acc3-019c820397fa,70000,76305,0.0,nan,7,1,"10, 30, 70, 100, 110, 120, 150",nan
c7910d7c-4fdd-4c31-a133-f6904514f9b1,TICKETITEM_DONE,70,2021-09-21 09:53:29.678371,2021-09-21 11:56:19.412744,2021-09-21 11:53:13.895250+00:00,2021-09-21 11:53:13.895250,2021-09-21 11:53:23.228465,2021-09-21 11:53:23.228465,2021-09-21 11:53:32.109794,None,False,173635e7-80be-452c-966b-8bccaa7cd016,bf5d5604-4358-4968-acc3-019c820397fa,100000,116584,0.0,nan,7,2,"10, 30, 70, 100, 110, 120, 150",nan
a014f959-dc8c-4ef7-b1c1-88af17da299e,TICKETITEM_DONE,100,2021-09-21 09:53:29.679647,2021-09-21 11:56:19.413309,2021-09-21 11:53:43.843772+00:00,2021-09-21 11:53:43.843772,2021-09-21 11:53:54.616635,2021-09-21 11:53:54.616635,2021-09-21 11:54:02.412023,None,False,87941a51-fd64-4171-95b9-db76bd4465f0,bf5d5604-4358-4968-acc3-019c820397fa,32000,33462,0.0,nan,7,3,"10, 30, 70, 100, 110, 120, 150",nan
72162716-7ab9-4ddf-8a86-790a45864e33,TICKETITEM_DONE,110,2021-09-21 09:53:29.681143,2021-09-21 11:56:19.413885,2021-09-21 11:54:08.816593+00:00,2021-09-21 11:54:08.816593,2021-09-21 11:54:17.044514,2021-09-21 11:54:17.044514,2021-09-21 11:54:25.190986,None,False,3182fea5-7eca-4d34-96e1-77abec8fc795,bf5d5604-4358-4968-acc3-019c820397fa,12000,13431,0.0,nan,7,4,"10, 30, 70, 100, 110, 120, 150",nan
73a4e6b2-eed7-45c1-9388-0c2182428582,TICKETITEM_DONE,120,2021-09-21 09:53:29.682895,2021-09-21 11:56:19.414766,2021-09-21 11:54:27.720081+00:00,2021-09-21 11:54:27.720082,2021-09-21 11:54:36.892952,2021-09-21 11:54:36.892952,2021-09-21 11:54:47.162016,None,False,4c02a8a1-7b6d-43ef-b639-03f0b7b7a4b1,bf5d5604-4358-4968-acc3-019c820397fa,15000,16986,0.0,nan,7,5,"10, 30, 70, 100, 110, 120, 150",nan
ff89bb8f-fd77-430f-a91a-3b59bc5ea6a2,TICKETITEM_DONE,150,2021-09-21 09:53:29.684178,2021-09-21 11:56:19.415877,2021-09-21 11:54:47.292085+00:00,2021-09-21 11:54:47.292085,2021-09-21 11:55:26.108240,2021-09-21 11:55:26.108240,2021-09-21 11:55:52.992271,None,False,bfe9f09a-4bfd-4504-a024-8b7cad14407d,bf5d5604-4358-4968-acc3-019c820397fa,6000,6749,0.0,nan,7,6,"10, 30, 70, 100, 110, 120, 150",nan
7d994dbb-eff1-436e-8df0-79b3ab1d77cd,TICKETITEM_DONE,10,2021-09-21 09:53:48.795248,2021-09-21 11:56:52.655775,2021-09-21 11:53:00.668379+00:00,2021-09-21 11:53:00.668379,2021-09-21 11:53:10.930296,2021-09-21 11:53:10.930296,2021-09-21 11:53:30.961966,None,False,dd565e5e-13a7-4379-9fc8-b9221fae01cf,f522c8f0-af0e-4358-90a2-739be04af7a2,96000,96803,0.0,nan,5,0,"10, 50, 90, 100, 120",nan
f8e21ea7-da5a-42e4-8cc3-eb760a17c515,TICKETITEM_DONE,50,2021-09-21 09:53:48.800289,2021-09-21 11:56:52.656200,2021-09-21 11:53:33.865348+00:00,2021-09-21 11:53:33.865348,2021-09-21 11:53:43.793558,2021-09-21 11:53:43.793558,2021-09-21 11:54:14.207320,None,False,ad97a5b1-2c4a-464a-8942-cecfddca6225,f522c8f0-af0e-4358-90a2-739be04af7a2,84000,87901,0.0,nan,5,1,"10, 50, 90, 100, 120",nan
e903f650-d219-4801-a34d-13693c3c6903,TICKETITEM_DONE,90,2021-09-21 09:53:48.805448,2021-09-21 11:56:52.656578,2021-09-21 11:54:17.075865+00:00,2021-09-21 11:54:17.075865,2021-09-21 11:54:27.698183,2021-09-21 11:54:27.698184,2021-09-21 11:54:49.400680,None,False,2d7f72ae-7a99-4538-b178-eb280b16ec25,f522c8f0-af0e-4358-90a2-739be04af7a2,60000,72123,0.0,nan,5,2,"10, 50, 90, 100, 120",nan
a00b74bc-b885-40ad-97b1-597f206cf2ae,TICKETITEM_DONE,100,2021-09-21 09:53:48.810292,2021-09-21 11:56:52.656955,2021-09-21 11:55:26.127278+00:00,2021-09-21 11:55:26.127278,2021-09-21 11:55:34.222495,2021-09-21 11:55:34.222495,2021-09-21 11:55:43.168635,None,False,87941a51-fd64-4171-95b9-db76bd4465f0,f522c8f0-af0e-4358-90a2-739be04af7a2,48000,49616,0.0,nan,5,3,"10, 50, 90, 100, 120",nan
f91936b5-dc02-409c-b6e5-d9d9b1721b74,TICKETITEM_DONE,120,2021-09-21 09:53:48.815168,2021-09-21 11:56:52.661237,2021-09-21 11:55:43.411756+00:00,2021-09-21 11:55:43.411756,2021-09-21 11:55:52.954221,2021-09-21 11:55:52.954222,2021-09-21 11:56:15.071774,None,False,4c02a8a1-7b6d-43ef-b639-03f0b7b7a4b1,f522c8f0-af0e-4358-90a2-739be04af7a2,15000,15280,0.0,nan,5,4,"10, 50, 90, 100, 120",nan
47f15ecb-2044-4409-8fa1-672dbf3e4553,TICKETITEM_DONE,40,2021-09-21 10:04:03.222770,2021-09-21 11:57:53.101362,2021-09-21 11:56:38.628239+00:00,2021-09-21 11:56:38.628239,2021-09-21 11:56:47.555607,2021-09-21 11:56:47.555607,2021-09-21 11:57:14.861174,None,False,85e5083f-1736-4922-9bf7-1cf7da802d64,d58c5d7c-05f1-45d2-b15e-c5cded47f470,84000,101594,0.0,nan,2,1,"10, 40",nan
1f97f042-a981-4e31-8b56-35390d6fa015,TICKETITEM_DONE,10,2021-09-21 10:05:12.322798,2021-09-21 12:09:39.416576,2021-09-21 12:05:03.199419+00:00,2021-09-21 12:05:03.199420,2021-09-21 12:05:13.963076,2021-09-21 12:05:13.963077,2021-09-21 12:05:36.374465,None,False,dd565e5e-13a7-4379-9fc8-b9221fae01cf,7f43b3bf-2255-459c-aaa5-cf374d1a08ff,120000,119453,0.0,nan,7,0,"10, 30, 70, 90, 100, 110, 150",nan
91118f8e-d19f-4788-b1e9-5b4e506e9089,TICKETITEM_DONE,30,2021-09-21 10:05:12.323718,2021-09-21 12:09:39.417746,2021-09-21 12:05:40.538437+00:00,2021-09-21 12:05:40.538437,2021-09-21 12:05:49.273479,2021-09-21 12:05:49.273479,2021-09-21 12:06:15.984489,None,False,8300fc64-5d3e-45cb-9f0d-9cfed6c635c7,7f43b3bf-2255-459c-aaa5-cf374d1a08ff,70000,87541,0.0,nan,7,1,"10, 30, 70, 90, 100, 110, 150",nan
1def54b3-46f0-4361-acec-b8ef533404bd,TICKETITEM_DONE,70,2021-09-21 10:05:12.324519,2021-09-21 12:09:39.418501,2021-09-21 12:06:44.456582+00:00,2021-09-21 12:06:44.456582,2021-09-21 12:06:54.305143,2021-09-21 12:06:54.305143,2021-09-21 12:07:02.503303,None,False,173635e7-80be-452c-966b-8bccaa7cd016,7f43b3bf-2255-459c-aaa5-cf374d1a08ff,100000,103915,0.0,nan,7,2,"10, 30, 70, 90, 100, 110, 150",nan
7d105600-87f7-4847-adb3-c00a467fe84e,TICKETITEM_DONE,90,2021-09-21 10:05:12.325333,2021-09-21 12:09:39.419330,2021-09-21 12:07:11.122210+00:00,2021-09-21 12:07:11.122210,2021-09-21 12:07:20.730952,2021-09-21 12:07:20.730952,2021-09-21 12:07:45.395030,None,False,2d7f72ae-7a99-4538-b178-eb280b16ec25,7f43b3bf-2255-459c-aaa5-cf374d1a08ff,50000,72101,0.0,nan,7,3,"10, 30, 70, 90, 100, 110, 150",nan
02a43d7c-d6fa-4713-b867-b3bf0ca14672,TICKETITEM_DONE,100,2021-09-21 10:05:12.326134,2021-09-21 12:09:39.422370,2021-09-21 12:07:50.778704+00:00,2021-09-21 12:07:50.778705,2021-09-21 12:07:59.374663,2021-09-21 12:07:59.374663,2021-09-21 12:08:08.474210,None,False,87941a51-fd64-4171-95b9-db76bd4465f0,7f43b3bf-2255-459c-aaa5-cf374d1a08ff,40000,45024,0.0,nan,7,4,"10, 30, 70, 90, 100, 110, 150",nan
9464f352-475f-4045-b770-cc8c1fac7d7d,TICKETITEM_DONE,110,2021-09-21 10:05:12.326885,2021-09-21 12:09:39.424300,2021-09-21 12:08:14.809955+00:00,2021-09-21 12:08:14.809956,2021-09-21 12:08:22.881537,2021-09-21 12:08:22.881538,2021-09-21 12:08:31.368189,None,False,3182fea5-7eca-4d34-96e1-77abec8fc795,7f43b3bf-2255-459c-aaa5-cf374d1a08ff,10000,16270,0.0,nan,7,5,"10, 30, 70, 90, 100, 110, 150",nan
73beffc2-c11b-46c7-b976-cfab4b066564,TICKETITEM_DONE,150,2021-09-21 10:05:12.327675,2021-09-21 12:09:39.425435,2021-09-21 12:08:37.883719+00:00,2021-09-21 12:08:37.883719,2021-09-21 12:08:47.314315,2021-09-21 12:08:47.314315,2021-09-21 12:09:13.392879,None,False,bfe9f09a-4bfd-4504-a024-8b7cad14407d,7f43b3bf-2255-459c-aaa5-cf374d1a08ff,7000,11237,0.0,nan,7,6,"10, 30, 70, 90, 100, 110, 150",nan
5313120a-82d6-4f47-914c-df66669115dc,TICKETITEM_DONE,10,2021-09-21 10:05:31.268947,2021-09-21 12:15:31.162866,2021-09-21 12:12:06.024834+00:00,2021-09-21 12:12:06.024834,2021-09-21 12:12:17.146451,2021-09-21 12:12:17.146451,2021-09-21 12:12:41.665043,None,False,dd565e5e-13a7-4379-9fc8-b9221fae01cf,aa5b0407-9c5c-458a-8489-dcbb681e8cb8,144000,158324,0.0,nan,6,0,"10, 40, 100, 120, 130, 140",nan
abbad505-0417-4819-959a-92cb1a9416cc,TICKETITEM_DONE,40,2021-09-21 10:05:31.270054,2021-09-21 12:15:31.164210,2021-09-21 12:12:41.735449+00:00,2021-09-21 12:12:41.735450,2021-09-21 12:12:50.644052,2021-09-21 12:12:50.644053,2021-09-21 12:13:27.122218,None,False,85e5083f-1736-4922-9bf7-1cf7da802d64,aa5b0407-9c5c-458a-8489-dcbb681e8cb8,84000,88077,0.0,nan,6,1,"10, 40, 100, 120, 130, 140",nan
2a9fe151-a7c9-4421-90bc-bf0239326a13,TICKETITEM_DONE,100,2021-09-21 10:05:31.271013,2021-09-21 12:15:31.165379,2021-09-21 12:13:27.266555+00:00,2021-09-21 12:13:27.266555,2021-09-21 12:13:36.454993,2021-09-21 12:13:36.454993,2021-09-21 12:13:45.345278,None,False,87941a51-fd64-4171-95b9-db76bd4465f0,aa5b0407-9c5c-458a-8489-dcbb681e8cb8,48000,49466,0.0,nan,6,2,"10, 40, 100, 120, 130, 140",nan
a70622d5-58e5-4a4c-8979-5ec9d7def93e,TICKETITEM_DONE,120,2021-09-21 10:05:31.271896,2021-09-21 12:15:31.166788,2021-09-21 12:13:52.228511+00:00,2021-09-21 12:13:52.228512,2021-09-21 12:14:01.688869,2021-09-21 12:14:01.688869,2021-09-21 12:14:17.140647,None,False,4c02a8a1-7b6d-43ef-b639-03f0b7b7a4b1,aa5b0407-9c5c-458a-8489-dcbb681e8cb8,18000,18806,0.0,nan,6,3,"10, 40, 100, 120, 130, 140",nan
5896a151-2d60-400a-ac28-86119b3abb1a,TICKETITEM_DONE,130,2021-09-21 10:05:31.272719,2021-09-21 12:15:31.167419,2021-09-21 12:14:25.727640+00:00,2021-09-21 12:14:25.727641,2021-09-21 12:14:33.842235,2021-09-21 12:14:33.842235,2021-09-21 12:14:41.276489,None,False,e1d855b2-f0b5-45d8-a1f8-a10ba21eed20,aa5b0407-9c5c-458a-8489-dcbb681e8cb8,3000,2530,0.0,nan,6,4,"10, 40, 100, 120, 130, 140",nan
61cec3d2-e593-448e-af2d-d315c849eed6,TICKETITEM_DONE,140,2021-09-21 10:05:31.273533,2021-09-21 12:15:31.168513,2021-09-21 12:14:41.411513+00:00,2021-09-21 12:14:41.411514,2021-09-21 12:14:49.446799,2021-09-21 12:14:49.446799,2021-09-21 12:15:06.960700,None,False,d540dc34-5e97-4032-9c6b-ec8e0bf63864,aa5b0407-9c5c-458a-8489-dcbb681e8cb8,60000,63490,0.0,nan,6,5,"10, 40, 100, 120, 130, 140",nan
