id,state,priority,created_at,updated_at,started_at,started_move,finished_move,started_dispense,finished_dispense,collected_at,ticket_item_failed,ingredient_id,ticket_id,mass,actual_mass,item_cost,location,ticket_id_counts,move_no_in_sequence,priority_list,ingredient_list
3886f472-4770-4c8b-970e-922a236472a0,TICKETITEM_DONE,20,2021-09-27 09:22:55.629269,2021-09-27 11:02:27.862552,2021-09-27 10:58:00.084215+00:00,2021-09-27 10:58:00.084215,2021-09-27 10:58:12.291976,2021-09-27 10:58:12.291976,2021-09-27 10:58:55.826401,None,False,8bf1771c-a330-4410-a890-b7b7c7b621b3,d72665d4-7c9b-4747-94bd-a55583fc509e,110000,117273,0.0,nan,7,0,"20, 40, 100, 120, 130, 140, 150",nan
052d6eb4-faf4-440e-b703-6a98bf6f99f1,TICKETITEM_DONE,40,2021-09-27 09:22:55.634039,2021-09-27 11:02:27.863363,2021-09-27 10:58:57.131940+00:00,2021-09-27 10:58:57.131940,2021-09-27 10:59:08.717437,2021-09-27 10:59:08.717438,2021-09-27 10:59:39.916711,None,False,85e5083f-1736-4922-9bf7-1cf7da802d64,d72665d4-7c9b-4747-94bd-a55583fc509e,84000,84035,0.0,nan,7,1,"20, 40, 100, 120, 130, 140, 150",nan
089e162f-f4ee-4903-9c95-c8299c74db05,TICKETITEM_DONE,100,2021-09-27 09:22:55.635819,2021-09-27 11:02:27.864089,2021-09-27 10:59:42.844839+00:00,2021-09-27 10:59:42.844839,2021-09-27 10:59:52.747807,2021-09-27 10:59:52.747807,2021-09-27 11:00:01.407931,None,False,87941a51-fd64-4171-95b9-db76bd4465f0,d72665d4-7c9b-4747-94bd-a55583fc509e,40000,40889,0.0,nan,7,2,"20, 40, 100, 120, 130, 140, 150",nan
9e0cd9e2-d006-4104-9b6a-647da3f3f9a7,TICKETITEM_DONE,120,2021-09-27 09:22:55.637931,2021-09-27 11:02:27.864890,2021-09-27 11:00:10.028055+00:00,2021-09-27 11:00:10.028056,2021-09-27 11:00:19.765198,2021-09-27 11:00:19.765198,2021-09-27 11:00:28.571693,None,False,4c02a8a1-7b6d-43ef-b639-03f0b7b7a4b1,d72665d4-7c9b-4747-94bd-a55583fc509e,18000,21887,0.0,nan,7,3,"20, 40, 100, 120, 130, 140, 150",nan
66678299-55cf-4982-a0ea-61613795358b,TICKETITEM_DONE,130,2021-09-27 09:22:55.639783,2021-09-27 11:02:27.865631,2021-09-27 11:00:29.726715+00:00,2021-09-27 11:00:29.726715,2021-09-27 11:00:37.766834,2021-09-27 11:00:37.766834,2021-09-27 11:00:44.556128,None,False,e1d855b2-f0b5-45d8-a1f8-a10ba21eed20,d72665d4-7c9b-4747-94bd-a55583fc509e,2000,2583,0.0,nan,7,4,"20, 40, 100, 120, 130, 140, 150",nan
56a16f06-4820-40bf-8a56-21e6adf64605,TICKETITEM_DONE,140,2021-09-27 09:22:55.641815,2021-09-27 11:02:27.866353,2021-09-27 11:00:44.790743+00:00,2021-09-27 11:00:44.790743,2021-09-27 11:00:52.861439,2021-09-27 11:00:52.861439,2021-09-27 11:01:15.842456,None,False,d540dc34-5e97-4032-9c6b-ec8e0bf63864,d72665d4-7c9b-4747-94bd-a55583fc509e,60000,63982,0.0,nan,7,5,"20, 40, 100, 120, 130, 140, 150",nan
e0996c2a-1745-4dc7-a110-0fa8ee582d01,TICKETITEM_DONE,150,2021-09-27 09:22:55.643695,2021-09-27 11:02:27.867152,2021-09-27 11:01:16.236075+00:00,2021-09-27 11:01:16.236075,2021-09-27 11:01:26.268177,2021-09-27 11:01:26.268177,2021-09-27 11:02:02.082909,None,False,bfe9f09a-4bfd-4504-a024-8b7cad14407d,d72665d4-7c9b-4747-94bd-a55583fc509e,8000,9872,0.0,nan,7,6,"20, 40, 100, 120, 130, 140, 150",nan
86a3898c-8426-47e3-b6e7-e7119b506df9,TICKETITEM_DONE,10,2021-09-27 09:24:01.490989,2021-09-27 11:04:15.386417,2021-09-27 11:00:19.880287+00:00,2021-09-27 11:00:19.880287,2021-09-27 11:00:29.662941,2021-09-27 11:00:29.662941,2021-09-27 11:01:02.460734,None,False,dd565e5e-13a7-4379-9fc8-b9221fae01cf,02e12cd3-b8bb-48c6-bc41-0f1f81bea9ee,120000,121740,0.0,nan,7,0,"10, 50, 90, 100, 110, 130, 140",nan
09b4417d-5051-4948-a7c1-2b3ba782da04,TICKETITEM_DONE,50,2021-09-27 09:24:01.492664,2021-09-27 11:04:15.387811,2021-09-27 11:01:05.075441+00:00,2021-09-27 11:01:05.075441,2021-09-27 11:01:14.663793,2021-09-27 11:01:14.663793,2021-09-27 11:01:51.332887,None,False,ad97a5b1-2c4a-464a-8942-cecfddca6225,02e12cd3-b8bb-48c6-bc41-0f1f81bea9ee,84000,89925,0.0,nan,7,1,"10, 50, 90, 100, 110, 130, 140",nan
3bbc69dc-d6f3-4cc8-8e41-dafdd321a201,TICKETITEM_DONE,90,2021-09-27 09:24:01.494267,2021-09-27 11:04:15.389093,2021-09-27 11:01:51.561341+00:00,2021-09-27 11:01:51.561342,2021-09-27 11:02:02.038301,2021-09-27 11:02:02.038301,2021-09-27 11:02:26.150970,None,False,2d7f72ae-7a99-4538-b178-eb280b16ec25,02e12cd3-b8bb-48c6-bc41-0f1f81bea9ee,50000,66202,0.0,nan,7,2,"10, 50, 90, 100, 110, 130, 140",nan
c24433b8-8f58-40bb-81a4-0177dfe1c8b2,TICKETITEM_DONE,100,2021-09-27 09:24:01.495650,2021-09-27 11:04:15.390929,2021-09-27 11:02:26.444311+00:00,2021-09-27 11:02:26.444311,2021-09-27 11:02:34.606477,2021-09-27 11:02:34.606477,2021-09-27 11:02:44.410440,None,False,87941a51-fd64-4171-95b9-db76bd4465f0,02e12cd3-b8bb-48c6-bc41-0f1f81bea9ee,40000,50196,0.0,nan,7,3,"10, 50, 90, 100, 110, 130, 140",nan
fa086369-ba8d-4f6a-8a97-4e795a255d05,TICKETITEM_DONE,110,2021-09-27 09:24:01.497192,2021-09-27 11:04:15.391968,2021-09-27 11:02:44.619073+00:00,2021-09-27 11:02:44.619073,2021-09-27 11:02:52.604989,2021-09-27 11:02:52.604989,2021-09-27 11:03:03.300788,None,False,3182fea5-7eca-4d34-96e1-77abec8fc795,02e12cd3-b8bb-48c6-bc41-0f1f81bea9ee,10000,10755,0.0,nan,7,4,"10, 50, 90, 100, 110, 130, 140",nan
c1363a11-df8e-496d-80da-9b357f2a4596,TICKETITEM_DONE,130,2021-09-27 09:24:01.498643,2021-09-27 11:04:15.392604,2021-09-27 11:03:06.731081+00:00,2021-09-27 11:03:06.731082,2021-09-27 11:03:15.288377,2021-09-27 11:03:15.288377,2021-09-27 11:03:22.229237,None,False,e1d855b2-f0b5-45d8-a1f8-a10ba21eed20,02e12cd3-b8bb-48c6-bc41-0f1f81bea9ee,2000,2671,0.0,nan,7,5,"10, 50, 90, 100, 110, 130, 140",nan
fbb92880-a6e6-49a3-a518-6abe43d3ecbc,TICKETITEM_DONE,140,2021-09-27 09:24:01.500143,2021-09-27 11:04:15.394118,2021-09-27 11:03:22.453384+00:00,2021-09-27 11:03:22.453385,2021-09-27 11:03:30.396322,2021-09-27 11:03:30.396322,2021-09-27 11:03:52.596400,None,False,d540dc34-5e97-4032-9c6b-ec8e0bf63864,02e12cd3-b8bb-48c6-bc41-0f1f81bea9ee,50000,54600,0.0,nan,7,6,"10, 50, 90, 100, 110, 130, 140",nan
d30dd222-5d6e-4d26-9c2b-b3ace9aa22c7,TICKETITEM_DONE,10,2021-09-27 09:26:50.738354,2021-09-27 11:08:45.696352,2021-09-27 11:02:13.987070+00:00,2021-09-27 11:02:13.987070,2021-09-27 11:02:23.448748,2021-09-27 11:02:23.448748,2021-09-27 11:02:57.999941,None,False,dd565e5e-13a7-4379-9fc8-b9221fae01cf,9f554000-8407-4564-8085-27f66c0ec7d7,120000,131557,0.0,nan,9,0,"10, 30, 70, 90, 100, 110, 120, 140, 150",nan
39677bad-b066-4008-95e6-c86feb6ae76d,TICKETITEM_DONE,30,2021-09-27 09:26:50.741845,2021-09-27 11:08:45.699544,2021-09-27 11:02:58.078288+00:00,2021-09-27 11:02:58.078288,2021-09-27 11:03:06.695600,2021-09-27 11:03:06.695600,2021-09-27 11:03:40.872227,None,False,8300fc64-5d3e-45cb-9f0d-9cfed6c635c7,9f554000-8407-4564-8085-27f66c0ec7d7,70000,85488,0.0,nan,9,1,"10, 30, 70, 90, 100, 110, 120, 140, 150",nan
5df9ec19-8710-44cd-8965-67ec04c375c0,TICKETITEM_DONE,70,2021-09-27 09:26:50.745286,2021-09-27 11:08:45.699976,2021-09-27 11:03:41.076744+00:00,2021-09-27 11:03:41.076745,2021-09-27 11:03:52.574108,2021-09-27 11:03:52.574109,2021-09-27 11:05:18.600754,None,False,173635e7-80be-452c-966b-8bccaa7cd016,9f554000-8407-4564-8085-27f66c0ec7d7,120000,124259,0.0,nan,9,2,"10, 30, 70, 90, 100, 110, 120, 140, 150",nan
78187d87-910b-4be6-a98c-675a920736ca,TICKETITEM_DONE,90,2021-09-27 09:26:50.747445,2021-09-27 11:08:45.703784,2021-09-27 11:05:19.015219+00:00,2021-09-27 11:05:19.015220,2021-09-27 11:05:29.862725,2021-09-27 11:05:29.862725,2021-09-27 11:05:55.295788,None,False,2d7f72ae-7a99-4538-b178-eb280b16ec25,9f554000-8407-4564-8085-27f66c0ec7d7,60000,60160,0.0,nan,9,3,"10, 30, 70, 90, 100, 110, 120, 140, 150",nan
a584ffe3-fc1e-4de0-a577-cc856312b0a1,TICKETITEM_DONE,100,2021-09-27 09:26:50.749539,2021-09-27 11:08:45.709894,2021-09-27 11:05:56.923271+00:00,2021-09-27 11:05:56.923272,2021-09-27 11:06:08.595602,2021-09-27 11:06:08.595602,2021-09-27 11:06:16.605063,None,False,87941a51-fd64-4171-95b9-db76bd4465f0,9f554000-8407-4564-8085-27f66c0ec7d7,32000,41975,0.0,nan,9,4,"10, 30, 70, 90, 100, 110, 120, 140, 150",nan
9f198e1f-8c82-4ab5-9974-1b2f948a6c80,TICKETITEM_DONE,110,2021-09-27 09:26:50.751630,2021-09-27 11:08:45.710302,2021-09-27 11:06:19.513688+00:00,2021-09-27 11:06:19.513688,2021-09-27 11:06:27.469941,2021-09-27 11:06:27.469941,2021-09-27 11:06:35.322978,None,False,3182fea5-7eca-4d34-96e1-77abec8fc795,9f554000-8407-4564-8085-27f66c0ec7d7,10000,14637,0.0,nan,9,5,"10, 30, 70, 90, 100, 110, 120, 140, 150",nan
4f2af611-dc78-48d1-92a3-df8e49df2aab,TICKETITEM_DONE,120,2021-09-27 09:26:50.753551,2021-09-27 11:08:45.711144,2021-09-27 11:06:35.720166+00:00,2021-09-27 11:06:35.720166,2021-09-27 11:06:44.745642,2021-09-27 11:06:44.745642,2021-09-27 11:06:54.317463,None,False,4c02a8a1-7b6d-43ef-b639-03f0b7b7a4b1,9f554000-8407-4564-8085-27f66c0ec7d7,15000,19059,0.0,nan,9,6,"10, 30, 70, 90, 100, 110, 120, 140, 150",nan
788e03f1-fec3-4f1c-896f-49d9df575368,TICKETITEM_DONE,140,2021-09-27 09:26:50.755089,2021-09-27 11:08:45.725076,2021-09-27 11:06:56.526587+00:00,2021-09-27 11:06:56.526588,2021-09-27 11:07:08.160640,2021-09-27 11:07:08.160640,2021-09-27 11:07:21.615042,None,False,7148f280-0f82-4195-9b40-c3358b7fff32,9f554000-8407-4564-8085-27f66c0ec7d7,12000,14876,0.0,nan,9,7,"10, 30, 70, 90, 100, 110, 120, 140, 150",nan
d3fc2282-4ba4-4806-8329-9c5a06f98f20,TICKETITEM_DONE,150,2021-09-27 09:26:50.756311,2021-09-27 11:08:45.726589,2021-09-27 11:07:38.361016+00:00,2021-09-27 11:07:38.361016,2021-09-27 11:07:50.775779,2021-09-27 11:07:50.775780,2021-09-27 11:08:18.739295,None,False,bfe9f09a-4bfd-4504-a024-8b7cad14407d,9f554000-8407-4564-8085-27f66c0ec7d7,6000,7685,0.0,nan,9,8,"10, 30, 70, 90, 100, 110, 120, 140, 150",nan
c8f97955-12d0-40cc-8fcb-99a9052c0e2e,TICKETITEM_DONE,10,2021-09-27 09:27:03.332880,2021-09-27 12:21:54.374952,2021-09-27 12:12:07.613289+00:00,2021-09-27 12:12:07.613289,2021-09-27 12:12:19.732339,2021-09-27 12:12:19.732339,2021-09-27 12:14:34.375388,None,False,dd565e5e-13a7-4379-9fc8-b9221fae01cf,3d08d039-c5c9-4c44-8fe7-cbd2fb2f6175,144000,144854,0.0,nan,7,0,"10, 50, 60, 90, 100, 120, 130",nan
966b3ed3-347b-4caa-9fcd-63807a1db29b,TICKETITEM_DONE,50,2021-09-27 09:27:03.334625,2021-09-27 12:21:54.375245,2021-09-27 12:14:50.580426+00:00,2021-09-27 12:14:50.580426,2021-09-27 12:14:59.795796,2021-09-27 12:14:59.795797,2021-09-27 12:15:28.643387,None,False,ad97a5b1-2c4a-464a-8942-cecfddca6225,3d08d039-c5c9-4c44-8fe7-cbd2fb2f6175,84000,86387,0.0,nan,7,1,"10, 50, 60, 90, 100, 120, 130",nan
c9c01f4a-fe20-40ff-afc3-1c67492b1039,TICKETITEM_DONE,60,2021-09-27 09:27:03.336018,2021-09-27 12:21:54.375510,2021-09-27 12:15:36.825665+00:00,2021-09-27 12:15:36.825665,2021-09-27 12:15:45.886708,2021-09-27 12:15:45.886709,2021-09-27 12:19:55.169983,None,False,f1f0a3a7-0f9f-4912-81bd-8e2b97f54b52,3d08d039-c5c9-4c44-8fe7-cbd2fb2f6175,120000,91946,0.0,nan,7,2,"10, 50, 60, 90, 100, 120, 130",nan
ca4b6d22-569c-4dea-aeed-29b4b72999ee,TICKETITEM_DONE,90,2021-09-27 09:27:03.337711,2021-09-27 12:21:54.375787,2021-09-27 12:19:55.214590+00:00,2021-09-27 12:19:55.214590,2021-09-27 12:20:05.155578,2021-09-27 12:20:05.155578,2021-09-27 12:20:31.259997,None,False,2d7f72ae-7a99-4538-b178-eb280b16ec25,3d08d039-c5c9-4c44-8fe7-cbd2fb2f6175,60000,77433,0.0,nan,7,3,"10, 50, 60, 90, 100, 120, 130",nan
23d21767-6269-4855-bc3a-c8e949f802f8,TICKETITEM_DONE,100,2021-09-27 09:27:03.339201,2021-09-27 12:21:54.376049,2021-09-27 12:20:31.364898+00:00,2021-09-27 12:20:31.364898,2021-09-27 12:20:39.511369,2021-09-27 12:20:39.511369,2021-09-27 12:20:49.529053,None,False,87941a51-fd64-4171-95b9-db76bd4465f0,3d08d039-c5c9-4c44-8fe7-cbd2fb2f6175,48000,53235,0.0,nan,7,4,"10, 50, 60, 90, 100, 120, 130",nan
ae4962f6-2457-400c-8ee9-f0f4eaaf92e5,TICKETITEM_DONE,120,2021-09-27 09:27:03.340370,2021-09-27 12:21:54.376300,2021-09-27 12:20:52.449455+00:00,2021-09-27 12:20:52.449455,2021-09-27 12:21:02.338457,2021-09-27 12:21:02.338457,2021-09-27 12:21:13.061268,None,False,4c02a8a1-7b6d-43ef-b639-03f0b7b7a4b1,3d08d039-c5c9-4c44-8fe7-cbd2fb2f6175,15000,16910,0.0,nan,7,5,"10, 50, 60, 90, 100, 120, 130",nan
e2290f5a-a318-41f5-aee3-8892f94414f8,TICKETITEM_DONE,130,2021-09-27 09:27:03.341672,2021-09-27 12:21:54.376562,2021-09-27 12:21:13.135745+00:00,2021-09-27 12:21:13.135745,2021-09-27 12:21:21.055643,2021-09-27 12:21:21.055643,2021-09-27 12:21:30.979072,None,False,e1d855b2-f0b5-45d8-a1f8-a10ba21eed20,3d08d039-c5c9-4c44-8fe7-cbd2fb2f6175,2000,3553,0.0,nan,7,6,"10, 50, 60, 90, 100, 120, 130",nan
1966d285-083e-4643-92a7-09c50bf16cc8,TICKETITEM_DONE,10,2021-09-27 09:29:13.950018,2021-09-27 11:24:56.960277,2021-09-27 11:18:41.424411+00:00,2021-09-27 11:18:41.424411,2021-09-27 11:18:51.399942,2021-09-27 11:18:51.399942,2021-09-27 11:19:28.411081,None,False,dd565e5e-13a7-4379-9fc8-b9221fae01cf,516fabb8-2a40-41b8-8bc3-12dd39c1f789,120000,127178,0.0,nan,8,0,"10, 40, 90, 100, 120, 130, 140, 150",nan
4170b230-07a8-4a16-8850-9fac25bca584,TICKETITEM_DONE,40,2021-09-27 09:29:13.953452,2021-09-27 11:24:56.960702,2021-09-27 11:19:28.649032+00:00,2021-09-27 11:19:28.649032,2021-09-27 11:19:38.345943,2021-09-27 11:19:38.345943,2021-09-27 11:21:00.561072,None,False,85e5083f-1736-4922-9bf7-1cf7da802d64,516fabb8-2a40-41b8-8bc3-12dd39c1f789,70000,96228,0.0,nan,8,1,"10, 40, 90, 100, 120, 130, 140, 150",nan
bf037722-8646-4669-888e-bca94f94a821,TICKETITEM_DONE,90,2021-09-27 09:29:13.956374,2021-09-27 11:24:56.962587,2021-09-27 11:21:00.813277+00:00,2021-09-27 11:21:00.813277,2021-09-27 11:21:10.255892,2021-09-27 11:21:10.255892,2021-09-27 11:21:35.337349,None,False,2d7f72ae-7a99-4538-b178-eb280b16ec25,516fabb8-2a40-41b8-8bc3-12dd39c1f789,50000,51539,0.0,nan,8,2,"10, 40, 90, 100, 120, 130, 140, 150",nan
493cb02e-fa1b-48ba-bde3-a3dff636e41a,TICKETITEM_DONE,100,2021-09-27 09:29:13.958803,2021-09-27 11:24:56.963906,2021-09-27 11:21:35.549792+00:00,2021-09-27 11:21:35.549792,2021-09-27 11:21:43.564693,2021-09-27 11:21:43.564693,2021-09-27 11:21:51.294581,None,False,87941a51-fd64-4171-95b9-db76bd4465f0,516fabb8-2a40-41b8-8bc3-12dd39c1f789,40000,47306,0.0,nan,8,3,"10, 40, 90, 100, 120, 130, 140, 150",nan
f819a5cc-e360-4e00-802f-d46e6fe74ac7,TICKETITEM_DONE,120,2021-09-27 09:29:13.961343,2021-09-27 11:24:56.964347,2021-09-27 11:21:51.651127+00:00,2021-09-27 11:21:51.651128,2021-09-27 11:22:00.909405,2021-09-27 11:22:00.909405,2021-09-27 11:22:10.601644,None,False,4c02a8a1-7b6d-43ef-b639-03f0b7b7a4b1,516fabb8-2a40-41b8-8bc3-12dd39c1f789,15000,15706,0.0,nan,8,4,"10, 40, 90, 100, 120, 130, 140, 150",nan
f57798ee-822f-45a5-8fe5-442d30931e07,TICKETITEM_DONE,130,2021-09-27 09:29:13.964013,2021-09-27 11:24:56.964738,2021-09-27 11:22:31.427762+00:00,2021-09-27 11:22:31.427762,2021-09-27 11:22:39.515799,2021-09-27 11:22:39.515799,2021-09-27 11:22:46.523465,None,False,e1d855b2-f0b5-45d8-a1f8-a10ba21eed20,516fabb8-2a40-41b8-8bc3-12dd39c1f789,2000,3042,0.0,nan,8,5,"10, 40, 90, 100, 120, 130, 140, 150",nan
aec2de59-c0e0-43ca-80e8-43915d68d106,TICKETITEM_DONE,140,2021-09-27 09:29:13.966217,2021-09-27 11:24:56.965176,2021-09-27 11:22:51.147064+00:00,2021-09-27 11:22:51.147064,2021-09-27 11:22:59.183150,2021-09-27 11:22:59.183151,2021-09-27 11:23:51.751379,None,False,d540dc34-5e97-4032-9c6b-ec8e0bf63864,516fabb8-2a40-41b8-8bc3-12dd39c1f789,50000,53637,0.0,nan,8,6,"10, 40, 90, 100, 120, 130, 140, 150",nan
1344f544-1f5c-4631-a387-c125795d56f4,TICKETITEM_DONE,150,2021-09-27 09:29:13.968828,2021-09-27 11:24:56.965631,2021-09-27 11:23:52.222419+00:00,2021-09-27 11:23:52.222419,2021-09-27 11:24:02.169254,2021-09-27 11:24:02.169254,2021-09-27 11:24:31.761331,None,False,bfe9f09a-4bfd-4504-a024-8b7cad14407d,516fabb8-2a40-41b8-8bc3-12dd39c1f789,7000,8076,0.0,nan,8,7,"10, 40, 90, 100, 120, 130, 140, 150",nan
07d4f05f-a063-4262-8874-fc51c6715157,TICKETITEM_DONE,10,2021-09-27 09:29:15.288625,2021-09-27 11:07:52.802690,2021-09-27 11:04:02.464628+00:00,2021-09-27 11:04:02.464628,2021-09-27 11:04:12.950956,2021-09-27 11:04:12.950956,2021-09-27 11:04:48.130880,None,False,dd565e5e-13a7-4379-9fc8-b9221fae01cf,676b5c3a-8189-417d-95ed-5afd6aca3ed7,144000,151355,0.0,nan,5,0,"10, 50, 100, 140, 150",nan
fc81ca4e-f591-4d2b-abae-ced1f243b785,TICKETITEM_DONE,50,2021-09-27 09:29:15.294070,2021-09-27 11:07:52.803477,2021-09-27 11:04:48.202261+00:00,2021-09-27 11:04:48.202261,2021-09-27 11:04:57.301679,2021-09-27 11:04:57.301680,2021-09-27 11:05:25.069317,None,False,ad97a5b1-2c4a-464a-8942-cecfddca6225,676b5c3a-8189-417d-95ed-5afd6aca3ed7,56000,78481,0.0,nan,5,1,"10, 50, 100, 140, 150",nan
e11a3410-c646-4ccf-9eee-b9433585bf47,TICKETITEM_DONE,100,2021-09-27 09:29:15.299659,2021-09-27 11:07:52.808817,2021-09-27 11:05:29.889717+00:00,2021-09-27 11:05:29.889717,2021-09-27 11:05:39.296870,2021-09-27 11:05:39.296870,2021-09-27 11:05:47.978599,None,False,87941a51-fd64-4171-95b9-db76bd4465f0,676b5c3a-8189-417d-95ed-5afd6aca3ed7,48000,51214,0.0,nan,5,2,"10, 50, 100, 140, 150",nan
90a8518f-7813-4075-8568-87d06cf443de,TICKETITEM_DONE,140,2021-09-27 09:29:15.305118,2021-09-27 11:07:52.809424,2021-09-27 11:05:48.223218+00:00,2021-09-27 11:05:48.223218,2021-09-27 11:05:56.866634,2021-09-27 11:05:56.866635,2021-09-27 11:06:13.340838,None,False,5345f17d-a10d-4bec-ae3c-f6cffcc539be,676b5c3a-8189-417d-95ed-5afd6aca3ed7,60000,65697,0.0,nan,5,3,"10, 50, 100, 140, 150",nan
0fd7464b-84a9-4978-9b81-cd2b7fb5907d,TICKETITEM_DONE,150,2021-09-27 09:29:15.315174,2021-09-27 11:07:52.810656,2021-09-27 11:06:46.512334+00:00,2021-09-27 11:06:46.512335,2021-09-27 11:06:56.443003,2021-09-27 11:06:56.443003,2021-09-27 11:07:25.885180,None,False,bfe9f09a-4bfd-4504-a024-8b7cad14407d,676b5c3a-8189-417d-95ed-5afd6aca3ed7,8000,10046,0.0,nan,5,4,"10, 50, 100, 140, 150",nan
66263532-7ed6-4ce9-9e4b-1b636340252d,TICKETITEM_DONE,10,2021-09-27 09:29:41.189744,2021-09-27 11:11:08.747611,2021-09-27 11:06:08.756281+00:00,2021-09-27 11:06:08.756281,2021-09-27 11:06:19.436020,2021-09-27 11:06:19.436020,2021-09-27 11:06:52.233091,None,False,dd565e5e-13a7-4379-9fc8-b9221fae01cf,2ef91992-0156-46f9-85c8-d466b57d1934,120000,144201,0.0,nan,8,0,"10, 40, 90, 100, 120, 130, 140, 150",nan
2f08f375-36c2-4e43-b44c-5d3da3f3477c,TICKETITEM_DONE,40,2021-09-27 09:29:41.196636,2021-09-27 11:11:08.748147,2021-09-27 11:07:08.192174+00:00,2021-09-27 11:07:08.192174,2021-09-27 11:07:17.278286,2021-09-27 11:07:17.278286,2021-09-27 11:07:45.598807,None,False,85e5083f-1736-4922-9bf7-1cf7da802d64,2ef91992-0156-46f9-85c8-d466b57d1934,70000,85367,0.0,nan,8,1,"10, 40, 90, 100, 120, 130, 140, 150",nan
6e3a7bca-74da-4f0b-8f57-a14ba1e7dafc,TICKETITEM_DONE,90,2021-09-27 09:29:41.201797,2021-09-27 11:11:08.748536,2021-09-27 11:07:50.828631+00:00,2021-09-27 11:07:50.828631,2021-09-27 11:08:00.765327,2021-09-27 11:08:00.765328,2021-09-27 11:08:24.427805,None,False,2d7f72ae-7a99-4538-b178-eb280b16ec25,2ef91992-0156-46f9-85c8-d466b57d1934,50000,69909,0.0,nan,8,2,"10, 40, 90, 100, 120, 130, 140, 150",nan
c6863ecd-79da-4fde-8232-fdcbd43ef856,TICKETITEM_DONE,100,2021-09-27 09:29:41.206493,2021-09-27 11:11:08.748894,2021-09-27 11:08:30.883995+00:00,2021-09-27 11:08:30.883995,2021-09-27 11:08:39.348539,2021-09-27 11:08:39.348540,2021-09-27 11:08:48.322466,None,False,87941a51-fd64-4171-95b9-db76bd4465f0,2ef91992-0156-46f9-85c8-d466b57d1934,40000,43484,0.0,nan,8,3,"10, 40, 90, 100, 120, 130, 140, 150",nan
382dbbda-60e9-49d5-93c8-614e07008e54,TICKETITEM_DONE,120,2021-09-27 09:29:41.210996,2021-09-27 11:11:08.753288,2021-09-27 11:08:54.733145+00:00,2021-09-27 11:08:54.733146,2021-09-27 11:09:04.689638,2021-09-27 11:09:04.689638,2021-09-27 11:09:13.569544,None,False,4c02a8a1-7b6d-43ef-b639-03f0b7b7a4b1,2ef91992-0156-46f9-85c8-d466b57d1934,15000,17045,0.0,nan,8,4,"10, 40, 90, 100, 120, 130, 140, 150",nan
fe7ee53f-0b7e-4241-93b5-10e90ff23d9f,TICKETITEM_DONE,130,2021-09-27 09:29:41.216605,2021-09-27 11:11:08.754124,2021-09-27 11:09:13.827165+00:00,2021-09-27 11:09:13.827165,2021-09-27 11:09:21.745936,2021-09-27 11:09:21.745936,2021-09-27 11:09:28.341452,None,False,e1d855b2-f0b5-45d8-a1f8-a10ba21eed20,2ef91992-0156-46f9-85c8-d466b57d1934,2000,3221,0.0,nan,8,5,"10, 40, 90, 100, 120, 130, 140, 150",nan
15e8dc6d-c7b8-4129-9b6a-2295b96c5538,TICKETITEM_DONE,140,2021-09-27 09:29:41.222756,2021-09-27 11:11:08.755309,2021-09-27 11:09:33.818847+00:00,2021-09-27 11:09:33.818847,2021-09-27 11:09:42.171341,2021-09-27 11:09:42.171341,2021-09-27 11:09:57.436661,None,False,d540dc34-5e97-4032-9c6b-ec8e0bf63864,2ef91992-0156-46f9-85c8-d466b57d1934,50000,54262,0.0,nan,8,6,"10, 40, 90, 100, 120, 130, 140, 150",nan
d6c197ed-ecee-45ee-bf43-7e4270cfde8e,TICKETITEM_DONE,150,2021-09-27 09:29:41.230168,2021-09-27 11:11:08.756317,2021-09-27 11:10:05.715065+00:00,2021-09-27 11:10:05.715066,2021-09-27 11:10:15.537112,2021-09-27 11:10:15.537112,2021-09-27 11:10:45.156787,None,False,bfe9f09a-4bfd-4504-a024-8b7cad14407d,2ef91992-0156-46f9-85c8-d466b57d1934,7000,8231,0.0,nan,8,7,"10, 40, 90, 100, 120, 130, 140, 150",nan
3646b1d3-a68f-4c6e-b31e-ffff4557989b,TICKETITEM_DONE,10,2021-09-27 09:31:05.565285,2021-09-27 11:01:16.685052,2021-09-27 10:56:05.802873+00:00,2021-09-27 10:56:05.802874,2021-09-27 10:56:17.125398,2021-09-27 10:56:17.125398,2021-09-27 10:56:59.443756,None,False,dd565e5e-13a7-4379-9fc8-b9221fae01cf,d8967cde-d6d5-4445-ad66-0c17c67e0308,120000,125651,0.0,nan,8,0,"10, 40, 90, 100, 120, 130, 140, 150",nan
9cdf3d3f-7068-427b-9aea-87d2d4d21113,TICKETITEM_DONE,90,2021-09-27 09:31:05.571959,2021-09-27 11:01:16.685665,2021-09-27 10:57:50.620723+00:00,2021-09-27 10:57:50.620723,2021-09-27 10:57:59.820082,2021-09-27 10:57:59.820082,2021-09-27 10:58:24.760169,None,False,2d7f72ae-7a99-4538-b178-eb280b16ec25,d8967cde-d6d5-4445-ad66-0c17c67e0308,50000,65323,0.0,nan,8,2,"10, 40, 90, 100, 120, 130, 140, 150",nan
